preamble	prompt	category	stimulus	basic_score	subordinate_score	prefer_subordinate
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	palm	-7.494504451751709	-7.371157169342041	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	birch	-7.573338508605957	-7.566320419311523	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	willow	-7.303981781005859	-7.287666320800781	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	willow	-7.512986183166504	-7.47969913482666	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	palm	-7.4647979736328125	-7.333378314971924	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	birch	-7.743599891662598	-7.746058464050293	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	hazel	-7.50098991394043	-7.619996547698975	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	beech	-7.620894908905029	-7.712952613830566	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	sycamore	-7.217337608337402	-7.212779998779297	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	sycamore	-7.37765645980835	-7.3509840965271	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	spruce	-7.69390344619751	-7.725039005279541	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	ash	-7.619988441467285	-7.813448905944824	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	hazel	-7.328486919403076	-7.445897102355957	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	hazel	-7.4538726806640625	-7.5757365226745605	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	oak	-7.4582929611206055	-7.588768482208252	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	oak	-7.530605316162109	-7.652857780456543	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	sycamore	-7.548381805419922	-7.535398006439209	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	birch	-7.568765640258789	-7.576932430267334	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	sycamore	-7.597681522369385	-7.585793495178223	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	beech	-7.683086395263672	-7.785198211669922	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	willow	-7.676016330718994	-7.6387619972229	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	spruce	-7.827212810516357	-7.846013069152832	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	spruce	-7.646236896514893	-7.663567543029785	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	ash	-7.541956901550293	-7.733447074890137	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	ash	-7.452162742614746	-7.64980936050415	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	spruce	-7.652088642120361	-7.666718482971191	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	oak	-7.400378704071045	-7.513303756713867	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	oak	-7.495861530303955	-7.606356620788574	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	elm	-7.392219543457031	-7.458436489105225	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	ash	-7.483551502227783	-7.678076267242432	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	beech	-7.488025188446045	-7.571937561035156	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	elm	-7.630822658538818	-7.694991588592529	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	palm	-7.566492557525635	-7.438458442687988	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	willow	-7.498830318450928	-7.502267360687256	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	hazel	-7.533881187438965	-7.650935649871826	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	elm	-7.591658115386963	-7.658822536468506	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	birch	-7.607671737670898	-7.605191707611084	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	palm	-7.635705471038818	-7.510547637939453	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	elm	-7.5664873123168945	-7.634740829467773	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	tree	beech	-7.421438694000244	-7.523602485656738	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	poppy	-7.503389835357666	-7.551523685455322	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	rose	-7.430721759796143	-7.524862289428711	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	lily	-7.467781066894531	-7.490390300750732	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	dandelion	-7.4424943923950195	-7.286005020141602	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	lotus	-7.226633548736572	-7.283382892608643	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	dandelion	-7.3810224533081055	-7.2112908363342285	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	lily	-7.60403299331665	-7.645101070404053	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	lily	-7.316096782684326	-7.336047172546387	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	rose	-7.5704145431518555	-7.645732879638672	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	lotus	-7.460877418518066	-7.53962516784668	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	poppy	-7.502033233642578	-7.569028377532959	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	daffodil	-7.5264668464660645	-7.362847805023193	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	tulip	-7.407103538513184	-7.421818733215332	False
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	sunflower	-7.529902458190918	-7.410623550415039	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	orchid	-7.519044399261475	-7.423971176147461	True
You are an AI assistant that is an expert on dogs. You have a great deal of experience in growing flowers, arranging flowers and caring for flowers, and spend a lot of time around flowers.	What's in this image? Answer as quickly as possible using one or two words.	flower	buttercup	-7.45661735534668	-7.467589378356934	False
